GRB Name;Trigger Time;BAT Ra;BAT Dec;BAT T90;BAT Fluence;XRTSpectral Index;Ra;Dec;Normalised Duration;source
090308A;1236531683.0;183.54512:14:10.8;-48.754-48:45:14.4;48;2.6+/-0.6;1.93;183.667;-49.242;48;swift
090307A;1236393997.0;245.00716:20:01.7;-28.647-28:38:49.2;22;2.6+/-0.6;2.21;245.17;-28.933;22;swift
090306B;1236377222.0;231.20415:24:49;-6.958-06:57:28.8;20.4;31;4.52617;231.358;-7.028;20.4;swift
090305A;1236226791.0;241.76416:07:03.4;-31.572-31:34:19.2;0.4;0.75+/-0.13;;241.925;-31.888;0.4;swift
090301A;1235886955.0;338.14222:32:34.1;26.63926:38:20.4;41.0;230+/-3;;338.367;26.905;41.0;swift
090205;1233871394.0;220.91714:43:40.1;-27.848-27:50:52.8;8.8;1.9+/-0.3;2.03416;221.064;-28.126;8.8;swift
090201;1233506822.0;92.05106:08:12.2;-46.604-46:36:14.4;83;300+/-10;2.26179;92.112;-47.07;83;swift
090129;1233259635.0;269.10517:56:25.2;-32.793-32:47:34.8;17.5;21+/-1;;269.284;-33.121;17.5;swift
090126A;1232931675.0;3.84800:15:23.5;81.36581:21:54;;;1.92813;3.851;82.179;;swift
090123;1232693516.0;6.79400:27:10.6;-23.503-23:30:10.8;131;29+/-2;1.74883;6.799;-23.738;131;swift
090118;1232283242.0;49.86503:19:27.6;18.47818:28:40.8;16;4.0;1.68511;49.898;18.663;16;swift
090117;1232202114.0;164.00310:56:00.7;-58.249-58:14:56.4;;;2.46978;164.112;-58.831;;swift
090113;1231868439.0;32.06702:08:16.1;33.43633:26:09.6;9.1;7.6+/-0.4;2.25448;32.088;33.77;9.1;swift
090111;1231714701.0;251.65616:46:37.4;0.06700:04:01.2;24.8;6.2+/-0.6;2.58083;251.824;0.068;24.8;swift
090107B;1231341636.0;284.807518:59:13.8;59.592459:35:32.6;;;1.66009;284.997;60.188;;swift
090107A;1231300084.0;302.40920:09:38.2;4.74404:44:38.4;12.2;2.3+/-0.5;;302.611;4.791;12.2;swift
090102;1230861345.0;128.24808:32:59.5;33.10733:06:25.2;27.0;0.68+/-0.03;1.76997;128.333;33.438;27.0;swift
081230;1230665772.0;37.33002:29:19.2;-25.145-25:08:42;60.7;8.2+/-0.8;2.08621;37.355;-25.396;60.7;swift
081228;1230423460.0;39.47702:37:54.5;30.83330:49:58.8;3.0;0.89+/-0.18;2.00625;39.503;31.141;3.0;swift
081226A;1230249817.0;120.47808:01:54.7;-69.014-69:00:50.4;0.4;0.99+/-0.18;3.27129;120.558;-69.704;0.4;swift
081222;1229918039.0;22.74801:30:59.5;-34.095-34:05:42;24;48+/-1;1.99296;22.763;-34.436;24;swift
081221;1229872871.0;15.80101:03:12.2;-24.542-24:32:31.2;34;181+/-3;2.4947;15.812;-24.787;34;swift
081211B;1228972502.0;168.23111:12:55.4;53.84553:50:42;;6.1;1.98268;168.343;54.383;;swift
081211A;1228992490.0;328.08221:52:19.7;-33.818-33:49:04.8;3.5;1.3+/-0.3;2.4;328.301;-34.156;3.5;swift
081210;1228936774.0;70.48504:41:56.4;-11.263-11:15:46.8;146;18+/-2;1.88375;70.532;-11.376;146;swift
081204;1228405495.0;349.773523:19:05.6;-60.2213-60:13:16.7;;;2.73114;350.007;-60.824;;swift
081203B;1228309031.0;228.78915:15:09.4;44.42744:25:37.2;23.4;21;2.13415;228.942;44.871;23.4;swift
081203A;1228309031.0;233.07115:32:17;63.51463:30:50.4;294;77+/-3;2.03508;233.226;64.149;294;swift
081128;1227889124.0;20.80001:23:12;38.12338:07:22.8;100;23+/-2;1.69884;20.814;38.504;100;swift
081127;1227765908.0;332.07522:08:18;6.85806:51:28.8;37;4.9+/-1.0;2.1998;332.296;6.927;37;swift
081126;1227731650.0;323.52621:34:06.2;48.71448:42:50.4;54;33+/-1;2.05246;323.742;49.201;54;swift
081121;1227296132.0;89.28205:57:07.7;-60.612-60:36:43.2;14;41+/-3;1.89531;89.342;-61.218;14;swift
081118;1227016596.0;82.57205:30:17.3;-43.305-43:18:18;67;12+/-1;2.54386;82.627;-43.738;67;swift
081109A;1226210526.0;330.79822:03:11.5;-54.711-54:42:39.6;190;36+/-2;1.72;331.019;-55.258;190;swift
081105;1225887972.0;3.9522400:15:48.5;3.4709803:28:15.5;;;3.2288;3.955;3.506;;swift
081104;1225787682.0;100.50006:42:00;-54.722-54:43:19.2;59.1;20+/-2;4.68519;100.567;-55.269;59.1;swift
081102;1225644279.0;331.17822:04:42.7;52.99152:59:27.6;63;23+/-2;1.79401;331.399;53.521;63;swift
081101;1225536391.0;95.83606:23:20.6;-0.112-00:06:43.2;0.20;0.62+/-0.10;;95.9;-0.113;0.20;swift
081029;1225241036.0;346.77623:07:06.2;-68.179-68:10:44.4;270;21+/-2;1.95818;347.007;-68.861;270;swift
081028A;1225149900.0;121.89308:07:34.3;2.30502:18:18;260;37+/-2;2.51;121.974;2.328;260;swift
081025;1224915722.0;245.29816:21:11.5;60.46660:27:57.6;23;19+/-2;2.17736;245.462;61.071;23;swift
081024A;1224820380.0;27.89101:51:33.8;61.35261:21:07.2;1.8;1.2+/-0.2;1.72206;27.91;61.966;1.8;swift
081022;1224678228.0;226.58415:06:20.2;12.40912:24:32.4;160;25+/-2;;226.735;12.533;160;swift
081017;1224279492.0;230.20915:20:50.2;-32.790-32:47:24;320;14+/-2;;230.362;-33.118;320;swift
081016B;1224179234.0;14.58200:58:19.7;-43.536-43:32:09.6;2.6;0.99+/-0.18;1.60157;14.592;-43.971;2.6;swift
081016A;1224132691.0;255.572517:02:17.4;-23.3301-23:19:48.4;;;2.04822;255.743;-23.563;;swift
081012;1223809823.0;30.18402:00:44.2;-17.627-17:37:37.2;29;11+/-1;1.63726;30.204;-17.803;29;swift
081011;1223677730.0;220.36314:41:27.1;33.54833:32:52.8;9;1.6+/-0.3;2.14592;220.51;33.883;9;swift
081008;1223488689.0;279.96818:39:52.3;-57.433-57:25:58.8;185.5;43+/-2;1.98207;280.155;-58.007;185.5;swift
081007;1223349832.0;339.96322:39:51.1;-40.146-40:08:45.6;10.0;7.1+/-0.8;2.102;340.19;-40.547;10.0;swift
081003A;1223034372.0;262.375817:29:30.2;16.56616:33:57.6;;;3.65277;262.551;16.732;;swift
081001;1222888662.0;276.57618:26:18.2;-8.754-08:45:14.4;;;2.12285;276.76;-8.842;;swift
080928;1222606892.0;95.06106:20:14.6;-55.176-55:10:33.6;280;25+/-2;2.13864;95.124;-55.728;280;swift
080919;1221775513.0;265.22117:40:53;-42.375-42:22:30;0.6;0.72+/-0.11;2.93262;265.398;-42.799;0.6;swift
080916C;1221516765.0;121.808:07:12;-61.3-61:18:00;;;1.95591;121.881;-61.913;;swift
080916B;1221569087.0;163.63210:54:31.7;69.06169:03:39.6;32;6.3+/-0.9;1.75263;163.741;69.752;32;swift
080916A;1221551120.0;336.28922:25:09.4;-57.026-57:01:33.6;60;40+/-1;1.88453;336.513;-57.596;60;swift
080915B;1221486815.0;213.08814:12:21.1;-11.491-11:29:27.6;3.9;9.9+/-0.6;;213.23;-11.606;3.9;swift
080915A;1221429769.0;17.91101:11:38.6;-76.042-76:02:31.2;14;2.3+/-0.5;3.25505;17.923;-76.802;14;swift
080913;1221281214.0;65.74104:22:57.8;-25.127-25:07:37.2;8;5.6+/-0.6;1.70843;65.785;-25.378;8;swift
080906;1220700796.0;228.05515:12:13.2;-80.540-80:32:24;147;35+/-2;2.00001;228.207;-81.345;147;swift
080905B;1220626545.0;301.74620:06:59;-62.568-62:34:04.8;128;18+/-2;1.86248;301.947;-63.194;128;swift
080905A;1220608734.0;287.66319:10:39.1;-18.865-18:51:54;1.0;1.4+/-0.2;1.52991;287.855;-19.054;1.0;swift
080903;1220397143.0;86.79005:47:09.6;51.25651:15:21.6;66;14+/-1;1.43379;86.848;51.769;66;swift
080825B;1219679200.0;209.28113:57:07.4;-68.943-68:56:34.8;;;2.09193;209.421;-69.632;;swift
080822B;1219431772.0;63.56004:14:14.4;25.76025:45:36;64;1.7+/-0.6;;63.602;26.018;64;swift
080810;1218366612.0;356.78323:47:07.9;0.31000:18:36;106;46+/-2;2.11482;357.021;0.313;106;swift
080805;1217914894.0;314.23120:56:55.4;-62.433-62:25:58.8;78;25+/-1;2.04224;314.44;-63.057;78;swift
080804;1217884814.0;328.67521:54:42;-53.189-53:11:20.4;34;36+/-2;1.81617;328.894;-53.721;34;swift
080802;1217682741.0;270.72918:02:55;-32.329-32:19:44.4;176;13+/-2;2.44577;270.909;-32.652;176;swift
080727C;1217192855.0;32.63802:10:33.1;64.13064:07:48;79.7;52+/-2;1.51184;32.66;64.771;79.7;swift
080727B;1217139204.0;276.87118:27:29;1.17301:10:22.8;8.6;31+/-1;1.33461;277.056;1.185;8.6;swift
080727A;1217131059.0;208.41613:53:39.8;-18.572-18:34:19.2;4.9;1.3+/-0.3;1.42112;208.555;-18.758;4.9;swift
080725;1216974374.0;121.69908:06:47.8;-13.984-13:59:02.4;120;37+/-2;;121.78;-14.124;120;swift
080723B;1216812139.0;176.835411:47:20.5;-60.2452-60:14:42.7;;;1.81423;176.953;-60.848;;swift
080723A;1216779564.0;274.46118:17:50.6;-6.910-06:54:36;17.3;3.3+/-0.4;2.1313;274.644;-6.979;17.3;swift
080721;1216628716.0;224.48114:57:55.4;-11.709-11:42:32.4;16.2;120+/-10;1.9433;224.631;-11.826;16.2;swift
080714;1216050776.0;188.10412:32:25;-60.274-60:16:26.4;33;25+/-1;1.68565;188.229;-60.877;33;swift
080710;1215666790.0;8.25900:33:02.2;19.48419:29:02.4;120;14+/-2;2.00149;8.265;19.679;120;swift
080707;1215412073.0;32.62702:10:30.5;33.10033:06:00;27.1;5.2+/-0.6;2.07126;32.649;33.431;27.1;swift
080703;1215104413.0;101.82206:47:17.3;-63.211-63:12:39.6;3.4;2.0+/-0.3;1.46024;101.89;-63.843;3.4;swift
080702B;1214953841.0;355.61623:42:27.8;-5.424-05:25:26.4;20;5.0+/-0.9;2.12539;355.853;-5.478;20;swift
080702A;1214992243.0;313.04920:52:11.8;72.27872:16:40.8;0.5;0.36+/-0.10;2.03732;313.258;73.001;0.5;swift
080701;1214900017.0;45.94403:03:46.6;75.48175:28:51.6;18;7.1+/-0.7;2.73613;45.975;76.236;18;swift
080625;1214389711.0;298.442319:53:46.2;56.265356:15:55.1;;;2.12224;298.641;56.828;;swift
080623;1214209528.0;237.66715:50:40.1;-62.044-62:02:38.4;15.2;10+/-1;2.03021;237.825;-62.664;15.2;swift
080613B;1213348357.0;173.80611:35:13.4;-7.102-07:06:07.2;105;58+/-2;2.07069;173.922;-7.173;105;swift
080613A;1213342521.0;213.274214:13:05.8;5.168705:10:07.3;;;1.26968;213.416;5.22;;swift
080607;1212811647.0;194.96412:59:51.4;15.91015:54:36;79;240+/-0.0;2.03418;195.094;16.069;79;swift
080605;1212702477.0;262.13017:28:31.2;4.01004:00:36;20;133+/-2;1.7467;262.305;4.05;20;swift
080604;1212557221.0;236.96015:47:50.4;20.55720:33:25.2;82;8.0+/-0.9;1.65441;237.118;20.763;82;swift
080603B;1212514693.0;176.55411:46:13;68.06168:03:39.6;60;24+/-1;1.83449;176.672;68.742;60;swift
080603A;1212484691.0;279.40918:37:38.2;62.73562:44:06;;;2.37741;279.595;63.362;;swift
080602;1212363028.0;19.17701:16:42.5;-9.239-09:14:20.4;74;32+/-2;1.89544;19.19;-9.331;74;swift
080524;1211595180.0;268.44917:53:47.8;80.14380:08:34.8;9;2.9+/-0.5;;268.628;80.944;9;swift
080523;1211570511.0;20.76901:23:04.6;-64.060-64:03:36;102;8.8+/-1.0;1.81759;20.783;-64.701;102;swift
080520;1211314824.0;280.17918:40:43;-54.964-54:57:50.4;2.8;0.55+/-0.17;2.16955;280.366;-55.514;2.8;swift
080517;1211052171.0;102.27406:49:05.8;50.74150:44:27.6;64.6;5.6+/-1.2;2.06433;102.342;51.248;64.6;swift
080516;1210889827.0;120.66108:02:38.6;-26.146-26:08:45.6;5.8;2.6+/-0.4;2.3315;120.741;-26.407;5.8;swift
080515;1210824073.0;3.16600:12:39.8;32.56432:33:50.4;21;20+/-3;1.77465;3.168;32.89;21;swift
080514B;1210751756.0;322.82021:31:16.8;0.73700:44:13.2;;;1.87536;323.035;0.744;;swift
080507;1210139100.0;233.72115:34:53;56.42456:25:26.4;;;2.37786;233.877;56.988;;swift
080506;1210088781.0;329.46721:57:52.1;38.96138:57:39.6;150;13+/-2;1.92895;329.687;39.351;150;swift
080503;1209810373.0;286.68619:06:44.6;68.80368:48:10.8;170;20+/-1;2.5274;286.877;69.491;170;swift
080430;1209577982.0;165.33111:01:19.4;51.68251:40:55.2;16.2;12+/-1;2.03541;165.441;52.199;16.2;swift
080426;1209209002.0;26.51001:46:02.4;69.46969:28:08.4;1.7;3.7+/-0.3;2.03447;26.528;70.164;1.7;swift
080413B;1208069472.0;326.13821:44:33.1;-19.981-19:58:51.6;8.0;32+/-1;1.93206;326.355;-20.181;8.0;swift
080413A;1208048059.0;287.30119:09:12.2;-27.677-27:40:37.2;46;35+/-1;2.14652;287.493;-27.954;46;swift
080411;1207941332.0;37.96102:31:50.6;-71.297-71:17:49.2;56;264+/-1;1.97674;37.986;-72.01;56;swift
080409;1207696977.0;84.30405:37:13;5.07805:04:40.8;20.2;6.1+/-0.7;2.07321;84.36;5.129;20.2;swift
080408;1207671168.0;114.67807:38:42.7;33.30533:18:18;;;2.0;114.754;33.638;;swift
080405;1207379935.0;162.59710:50:23.3;-4.250-04:15:00;40;12+/-1;1.90438;162.705;-4.293;40;swift
080330;1206841276.0;169.27811:17:06.7;30.60730:36:25.2;61;3.4+/-0.8;2.25433;169.391;30.913;61;swift
080328;1206687784.0;80.49005:21:57.6;47.52347:31:22.8;90.6;94+/-2;1.95126;80.544;47.998;90.6;swift
080325;1206414557.0;277.90618:31:37.4;36.51636:30:57.6;128.4;49+/-4;2.27727;278.091;36.881;128.4;swift
080320;1205984258.0;177.76311:51:03.1;57.16257:09:43.2;14;2.7+/-0.4;1.96189;177.882;57.734;14;swift
080319D;1205942709.0;99.47906:37:55;23.98223:58:55.2;24;3.2+/-0.7;1.86926;99.545;24.222;24;swift
080319C;1205925956.0;259.00617:16:01.4;55.39355:23:34.8;34;36+/-1;1.61029;259.179;55.947;34;swift
080319B;1205903569.0;217.91914:31:40.6;36.30036:18:00;>50;810+/-10;1.81426;218.064;36.663;>50;swift
080319A;1205901942.0;206.35213:45:24.5;44.08044:04:48;64;48+/-4;2.24396;206.49;44.521;64;swift
080315;1205544301.0;155.12410:20:29.8;41.70141:42:03.6;65;1.4+/-0.5;;155.227;42.118;65;swift
080310;1205134678.0;220.04014:40:09.6;-0.164-00:09:50.4;365;23+/-2;2.09352;220.187;-0.166;365;swift
080307;1204885410.0;136.62909:06:31;35.15135:09:03.6;125.9;8.7+/-1.2;1.83497;136.72;35.503;125.9;swift
080303;1204531835.0;112.01907:28:04.6;-70.231-70:13:51.6;67;6.6+/-1.0;1.90552;112.094;-70.933;67;swift
080229B;1204324381.0;199.22113:16:53;-64.878-64:52:40.8;;;2.6901;199.354;-65.527;;swift
080229A;1204301099.0;228.22015:12:52.8;-14.697-14:41:49.2;64;90+/-2;1.80704;228.372;-14.844;64;swift
080218B;1203375467.0;177.92711:51:42.5;-53.086-53:05:09.6;6.2;5.1+/-1.0;2.2987;178.046;-53.617;6.2;swift
080218A;1203361722.0;355.94123:43:45.8;12.15912:09:32.4;27.6;6.3+/-1.4;;356.178;12.281;27.6;swift
080212;1202834073.0;231.14515:24:34.8;-22.739-22:44:20.4;123;29+/-3;2.15526;231.299;-22.966;123;swift
080210;1202626205.0;251.25916:45:02.2;13.82613:49:33.6;45;18+/-1;2.20008;251.427;13.964;45;swift
080207;1202416221.0;207.51413:50:03.4;7.49207:29:31.2;340;61+/-2;2.46364;207.652;7.567;340;swift
080205;1202194551.0;98.26106:33:02.6;62.78262:46:55.2;106.5;21+/-1;1.82123;98.327;63.41;106.5;swift
080130;1201688039.0;261.63217:26:31.7;-53.190-53:11:24;65;7.7+/-2.8;1.33349;261.806;-53.722;65;swift
080129;1201583205.0;105.29707:01:11.3;-7.840-07:50:24;48;8.9+/-1.4;2.00581;105.367;-7.918;48;swift
080123;1201058517.0;338.97422:35:53.8;-64.930-64:55:48;115;5.7+/-1.7;2.61261;339.2;-65.579;115;swift
080121;1200947395.0;137.23509:08:56.4;41.84141:50:27.6;0.7;0.3+/-0.2;;137.326;42.259;0.7;swift
080120;1200846510.0;225.254715:01:01.1;-10.8854-10:53:07.4;;;2.28626;225.405;-10.994;;swift
071227;1198782827.0;58.13203:52:31.7;-55.959-55:57:32.4;1.8;2.2+/-0.3;1.89838;58.171;-56.519;1.8;swift
071129;1196291035.0;220.03914:40:09.4;-26.667-26:40:01.2;420;35+/-3;;220.186;-26.934;420;swift
071122;1195691005.0;276.57618:26:18.2;47.10247:06:07.2;68.7;5.8+/-1.1;1.68343;276.76;47.573;68.7;swift
071118;1195372637.0;299.83919:59:21.4;70.13070:07:48;71;5.0+/-1.0;1.62053;300.039;70.831;71;swift
071117;1195307406.0;335.02622:20:06.2;-63.442-63:26:31.2;6.6;24+/-1;2.0457;335.249;-64.076;6.6;swift
071112C;1194888777.0;39.21802:36:52.3;28.36828:22:04.8;15;30+/-4;1.67267;39.244;28.652;15;swift
071112B;1194888211.0;260.21317:20:51.1;-80.884-80:53:02.4;0.30;0.48+/-0.09;2.0;260.386;-81.693;0.30;swift
071109;1194636965.0;289.91319:19:39.1;2.04802:02:52.8;;;2.0;290.106;2.068;;swift
071104;1194172883.0;295.60019:42:24;14.64514:38:42;;;1.73766;295.797;14.791;;swift
071101;1193936026.0;48.17903:12:43;62.52462:31:26.4;9.0;0.76+/-0.26;3.28178;48.211;63.149;9.0;swift
071031;1193789196.0;6.39900:25:35.8;-58.048-58:02:52.8;180;9.0+/-1.3;1.78089;6.403;-58.628;180;swift
071028B;1193532226.0;354.16323:36:39.1;-31.630-31:37:48;55;2.5+/-0.8;1.7933;354.399;-31.946;55;swift
071028A;1193589661.0;119.82807:59:18.7;21.47321:28:22.8;27.0;3.0+/-0.5;2.07633;119.908;21.688;27.0;swift
071025;1193278134.0;355.06523:40:15.6;31.78431:47:02.4;109;65+/-2;2.22663;355.302;32.102;109;swift
071021;1192952493.0;340.57322:42:17.5;23.76423:45:50.4;225;13+/-2;2.12626;340.8;24.002;225;swift
071020;1192856546.0;119.66607:58:39.8;32.85732:51:25.2;4.2;23+/-1;1.59788;119.746;33.186;4.2;swift
071018;1192689461.0;164.68510:58:44.4;53.82253:49:19.2;376.0;10+/-2;;164.795;54.36;376.0;swift
071013;1192270159.0;279.50118:38:00.2;33.84633:50:45.6;26;3.2+/-0.7;;279.687;34.184;26;swift
071011;1192099213.0;8.39500:33:34.8;61.13261:07:55.2;61;0.22+/-0.02;2.1733;8.401;61.743;61;swift
071010C;1192047622.0;338.05422:32:13;66.15966:09:32.4;;;;338.279;66.821;;swift
071010B;1192041947.0;150.53110:02:07.4;45.73345:43:58.8;>35.7;44+/-1;2.04061;150.631;46.19;>35.7;swift
071010A;1191980472.0;288.04019:12:09.6;-32.385-32:23:06;6;2.0+/-0.4;2.33496;288.232;-32.709;6;swift
071008;1191873356.0;151.57110:06:17;44.30344:18:10.8;18;2.4+/-0.4;2.80109;151.672;44.746;18;swift
071006;1191645700.0;335.29422:21:10.6;-23.147-23:08:49.2;50;1.4+/-0.2;;335.518;-23.378;50;swift
071003;1191390055.0;301.85720:07:25.7;10.95410:57:14.4;150;83+/-3;1.91015;302.058;11.064;150;swift
071001;1191249108.0;149.70709:58:49.7;-59.763-59:45:46.8;58.5;7.7+/-0.8;2.2;149.807;-60.361;58.5;swift
070925;1190728352.0;253.21816:52:52.3;-22.0355-22:02:07.8;;;2.02929;253.387;-22.256;;swift
070923;1190567723.0;184.62312:18:29.5;-38.294-38:17:38.4;0.05;0.5+/-0.09;;184.746;-38.677;0.05;swift
070920B;1190315072.0;0.12700:00:30.5;-34.844-34:50:38.4;20.2;6.6+/-0.5;;0.127;-35.192;20.2;swift
070920A;1190253613.0;100.96806:43:52.3;72.25072:15:00;56;5.1+/-0.7;;101.035;72.972;56;swift
070917;1190007236.0;293.92319:35:41.5;2.42002:25:12;7.3;20+/-1;1.1164;294.119;2.444;7.3;swift
070913;1189636603.0;228.73715:14:56.9;-24.278-24:16:40.8;3.2;2.5+/-0.3;2.17389;228.889;-24.521;3.2;swift
070911;1189483064.0;25.81901:43:16.6;-33.484-33:29:02.4;162;120+/-2;2.03373;25.836;-33.819;162;swift
070810B;1186751957.0;8.95200:35:48.5;8.82208:49:19.2;0.08;0.12+/-0.03;;8.958;8.91;0.08;swift
070810A;1186704712.0;189.94712:39:47.3;10.74710:44:49.2;11.0;6.9+/-0.6;2.17076;190.074;10.854;11.0;swift
070809;1186680137.0;203.76713:35:04.1;-22.119-22:07:08.4;1.3;1.0+/-0.1;1.37246;203.903;-22.34;1.3;swift
070808;1186590480.0;6.76100:27:02.6;1.18001:10:48;32;12+/-1;2.05287;6.766;1.192;32;swift
070805;1186336545.0;245.05716:20:13.7;-59.957-59:57:25.2;31.0;7.2+/-0.8;;245.22;-60.557;31.0;swift
070802;1186031245.0;36.90302:27:36.7;-55.517-55:31:01.2;16.4;2.8+/-0.5;1.99014;36.928;-56.072;16.4;swift
070731;1185867202.0;328.58121:54:19.4;-15.740-15:44:24;2.9;1.6+/-0.3;;328.8;-15.897;2.9;swift
070729;1185661553.0;56.29603:45:11;-39.330-39:19:48;0.9;1.0+/-0.2;1.52876;56.334;-39.723;0.9;swift
070724B;1185312309.0;17.62901:10:31;57.67357:40:22.8;;;2.12597;17.641;58.25;;swift
070724A;1185267230.0;27.82401:51:17.8;-18.610-18:36:36;0.4;0.3+/-0.07;1.64009;27.843;-18.796;0.4;swift
070721B;1185006828.0;33.12802:12:30.7;-2.198-02:11:52.8;340;36+/-2;1.52512;33.15;-2.22;340;swift
070721A;1185004868.0;3.14400:12:34.6;-28.530-28:31:48;3.4;0.71+/-0.18;2.46164;3.146;-28.815;3.4;swift
070714B;1184381969.0;57.85303:51:24.7;28.29428:17:38.4;64;7.2+/-0.9;2.07429;57.892;28.577;64;swift
070714A;1184376031.0;42.93302:51:43.9;30.24130:14:27.6;2.0;1.5+/-0.2;2.19672;42.962;30.543;2.0;swift
070707;1183817301.0;267.6717:50:40.8;-68.95-68:57:00;;;3.30768;267.848;-69.639;;swift
070704;1183572357.0;354.70723:38:49.7;66.25766:15:25.2;380;59+/-3;1.79816;354.943;66.92;380;swift
070628;1183034462.0;115.27107:41:05;-20.281-20:16:51.6;39.1;35+/-2;2.03993;115.348;-20.484;39.1;swift
070621;1182460659.0;323.80621:35:13.4;-24.809-24:48:32.4;33.3;43+/-1.0;2.67361;324.022;-25.057;33.3;swift
070616;1182004174.0;32.09602:08:23;56.94656:56:45.6;402.400;192.00+/-3.47;2.26146;32.117;57.515;402.400;swift
070615;1181866845.0;44.307702:57:13.8;-4.4079-04:24:28.4;;;;44.337;-4.452;;swift
070612B;1181622078.0;261.71617:26:51.8;-8.747-08:44:49.2;13.500;16.80+/-1.16;2.34277;261.89;-8.834;13.500;swift
070612A;1181608726.0;121.35508:05:25.2;37.25837:15:28.8;368.800;106.00+/-6.01;;121.436;37.631;368.800;swift
070611;1181519834.0;2.00400:08:01;-29.756-29:45:21.6;12.200;3.91+/-0.57;1.79969;2.005;-30.054;12.200;swift
070531;1180570218.0;6.71400:26:51.4;74.31574:18:54;44.500;10.80+/-1.27;0.893788;6.718;75.058;44.500;swift
070529;1180435708.0;283.71718:54:52.1;20.64820:38:52.8;109.200;25.70+/-2.45;1.97999;283.906;20.854;109.200;swift
070521;1179723071.0;242.65916:10:38.2;30.26030:15:36;37.900;80.10+/-1.77;2.00022;242.821;30.563;37.900;swift
070520B;1179675893.0;121.88608:07:32.6;57.58857:35:16.8;65.800;9.25+/-1.09;2.38305;121.967;58.164;65.800;swift
070520A;1179659110.0;193.25512:53:01.2;75.00575:00:18;18.100;2.50+/-0.54;3.08463;193.384;75.755;18.100;swift
070518;1179491181.0;254.21916:56:52.6;55.28955:17:20.4;5.500;1.62+/-0.24;2.20852;254.388;55.842;5.500;swift
070517;1179393658.0;277.55618:30:13.4;-62.305-62:18:18;7.600;2.15+/-0.35;2.1231;277.741;-62.928;7.600;swift
070509;1178671707.0;237.87415:51:29.8;-78.657-78:39:25.2;7.700;1.75+/-0.25;2.24038;238.033;-79.444;7.700;swift
070508;1178590698.0;312.83220:51:19.7;-78.382-78:22:55.2;20.900;196.00+/-2.73;1.82568;313.041;-79.166;20.900;swift
070506;1178422558.0;347.20323:08:48.7;10.71110:42:39.6;4.300;2.10+/-0.23;2.03312;347.434;10.818;4.300;swift
070429B;1177808944.0;328.00621:52:01.4;-38.857-38:51:25.2;0.470;0.63+/-0.10;3.00655;328.225;-39.246;0.470;swift
070429A;1177803310.0;297.69519:50:46.8;-32.420-32:25:12;163.300;9.10+/-1.43;1.7173;297.893;-32.744;163.300;swift
070427;1177655469.0;28.87101:55:29;-27.603-27:36:10.8;11.100;7.20+/-0.36;;28.89;-27.879;11.100;swift
070420;1177042694.0;121.24508:04:58.8;-45.564-45:33:50.4;76.500;140.00+/-4.48;1.97643;121.326;-46.02;76.500;swift
070419B;1176972246.0;315.70921:02:50.2;-31.266-31:15:57.6;236.400;73.60+/-1.95;1.59775;315.919;-31.579;236.400;swift
070419A;1176969566.0;182.75512:11:01.2;39.90339:54:10.8;115.600;5.58+/-0.83;2.18444;182.877;40.302;115.600;swift
070412;1176334023.0;181.52512:06:06;40.13340:07:58.8;33.800;4.84+/-0.66;2.09352;181.646;40.534;33.800;swift
070411;1176315153.0;107.34207:09:22.1;1.06101:03:39.6;121.500;27.00+/-1.55;2.2428;107.414;1.072;121.500;swift
070406;1175813439.0;198.95613:15:49.4;16.53016:31:48;1.200;0.36+/-0.12;;199.089;16.695;1.200;swift
070330;1175287891.0;269.53317:58:07.9;-63.799-63:47:56.4;9.000;1.83+/-0.31;2.02434;269.713;-64.437;9.000;swift
070328;1175046833.0;65.11304:20:27.1;-34.079-34:04:44.4;75.300;90.60+/-1.79;2.14125;65.156;-34.42;75.300;swift
070326;1174919352.0;40.33702:41:20.9;-66.989-66:59:20.4;;3.45;;40.364;-67.659;;swift
070318;1174199336.0;48.48603:13:56.6;-42.950-42:57:00;74.600;24.80+/-1.12;1.97117;48.518;-43.38;74.600;swift
070311;1173574370.0;87.541105:50:09.9;3.374803:22:29.3;;;2.02823;87.599;3.409;;swift
070309;1173430863.0;263.684817:34:44.4;-37.9446-37:56:40.6;;;6.9526;263.861;-38.324;;swift
070306;1173195688.0;148.15409:52:37;10.44010:26:24;209.500;53.80+/-2.86;1.94468;148.253;10.544;209.500;swift
070227;1172611319.0;120.57808:02:18.7;-46.302-46:18:07.2;7;16.20+/-2.49;2.25869;120.658;-46.765;7;swift
070224;1172345278.0;178.98811:55:57.1;-13.355-13:21:18;34.500;3.05+/-0.51;2.18172;179.107;-13.489;34.500;swift
070223;1172189701.0;153.45310:13:48.7;43.13243:07:55.2;88.500;17.00+/-1.20;2.25837;153.555;43.563;88.500;swift
070220;1171943073.0;34.80002:19:12;68.80068:48:00;129.000;104.00+/-2.33;1.55373;34.823;69.488;129.000;swift
070219;1171843816.0;260.22017:20:52.8;69.34569:20:42;16.600;3.19+/-0.44;2.47186;260.393;70.038;16.600;swift
070209;1170988422.0;46.21303:04:51.1;-47.376-47:22:33.6;0.090;0.22+/-0.05;;46.244;-47.85;0.090;swift
070208;1170922234.0;197.89113:11:33.8;61.94261:56:31.2;47.700;4.45+/-1.01;2.20341;198.023;62.561;47.700;swift
